Year,Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,Value,women,men,>18,18-25,26-35,36-45,46-55,56+,Women under 18,Women 18-25,Women 26-35,Women 36-45,Women 46-55,Women 56+,Men under 18,Men 18-25,Men 26-35,Men 36-45,Men 46-55,Men 56+,ref_name_uz,ref_name_en,ref_name_ru,ref_code,ref_region_id
2013,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,49200,,25100,16938,7800,8658,5948.0,5139.0,4702.0,8165,3873,4291,2893.0,2582.0,2321.0,8773,3927,4367,3055.0,2558.0,2382.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2014,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,49600,24300,25300,17026,7535,8844,6052.0,5120.0,5044.0,8169,3762,4307,2976.0,2590.0,2487.0,8857,3773,4537,3077.0,2530.0,2557.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2015,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,50300,24600,25700,17236,7239,9026,6323.0,5273.0,5203.0,8251,3622,4394,3137.0,2651.0,2587.0,8985,3617,4632,3187.0,2622.0,2617.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2016,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,50900,24900,26000,17492,6798,9384,6260.0,5386.0,5527.0,8393,3296,4637,3130.0,2699.0,2728.0,9099,3502,4747,3130.0,2687.0,2799.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2017,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,51500,25200,26300,30331,11497,17850,9754.0,9233.0,9384.0,8502,3105,4791,3209.0,2732.0,2863.0,9251,3309,4941,3120.0,2770.0,3938.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2018,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,52000,25500,26500,17828,6037,10072,6372.0,5481.0,6182.0,8528,2935,4922,3255.0,2682.0,3085.0,9300,3102,5150,3117.0,2799.0,3097.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2019,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,52400,25600,26800,17882,5651,10282,6601.0,5556.0,6400.0,8568,2694,5054,3308.0,2762.0,3193.0,9314,2957,5228,3293.0,2794.0,3207.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2020,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,52800,25800,27000,17947,5750,10010,6680.0,5681.0,6710.0,8573,2784,4927,3274.0,2850.0,3352.0,9374,2966,5083,3406.0,2831.0,3358.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2021,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,53300,26100,27200,18108,5685,9833,6950.0,5708.0,7003.0,8701,2716,4888,3389.0,2891.0,3471.0,9407,2969,4945,3561.0,2817.0,3532.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2022,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,53600,26200,27400,18243,5604,9475,7178.0,5732.0,7394.0,8746,2668,4693,3509.0,2910.0,3669.0,9497,2936,4782,3669.0,2822.0,3725.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2023,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,54100,26400,27700,18282,5779,9259,7366.0,5731.0,7697.0,8796,2757,4529,3621.0,2884.0,3862.0,9486,3022,4730,3745.0,2848.0,3835.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2024,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,54400,26600,27800,18218,5979,9104,7443.0,5762.0,7888.0,8769,2842,4452,3681.0,2856.0,3981.0,9449,3137,4652,3762.0,2906.0,3908.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2025,1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,54700,26700,28000,18158,6158,8748,7652.0,5932.0,8057.0,8743,2886,4286,3802.0,2939.0,4082.0,9415,3272,4462,3850.0,2993.0,3975.0,Qorao'zak tumani,Qorao'zak District,Караузякский район,10,1
2010,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,79500,,40900,,,,,,,,,,,,,,,,,,,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2011,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,82700,,41800,,,,,,,,,,,,,,,,,,,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2012,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,82900,,42100,,,,,,,,,,,,,,,,,,,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2013,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,83800,,42500,29584,13788,14273,9842.0,8605.0,7687.0,14538,6830,6572,5161.0,4422.0,3730.0,15046,6958,7701,4681.0,4183.0,3958.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2014,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,84800,41800,43000,29878,12997,15346,9674.0,8757.0,8118.0,14663,6427,7084,5118.0,4518.0,3966.0,15215,6570,8262,4556.0,4239.0,4153.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2015,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,85700,42300,43400,29911,12662,16116,9498.0,8989.0,8552.0,14637,6236,7479,5091.0,4646.0,4194.0,15274,6426,8637,4408.0,4343.0,4358.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2016,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,87000,43000,44000,30033,12199,17130,9534.0,9121.0,8978.0,14728,6072,7982,5014.0,4687.0,4478.0,15305,6127,9148,4520.0,4434.0,4500.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2017,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,88100,43400,44700,44021,15517,23323,15956.0,12268.0,14131.0,14842,5666,8588,4949.0,4819.0,4646.0,15489,5831,9262,4805.0,4414.0,7167.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2018,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,88900,43900,45000,30476,11007,18351,9923.0,9252.0,9862.0,14797,5485,8835,4986.0,4861.0,4934.0,15679,5522,9516,4937.0,4391.0,4928.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2019,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,89500,44200,45300,30518,10627,18339,10344.0,9186.0,10443.0,14854,5261,8824,5099.0,4850.0,5250.0,15664,5366,9515,5245.0,4336.0,5193.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2020,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,72500,35400,37100,24727,8358,14449,8698.0,7446.0,8787.0,11919,4039,6946,4102.0,3928.0,4410.0,12808,4319,7503,4596.0,3518.0,4377.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2021,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,73200,35700,37500,25253,7983,14215,9160.0,7488.0,9140.0,12136,3829,6843,4398.0,3882.0,4607.0,13117,4154,7372,4762.0,3607.0,4533.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2022,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,73600,35900,37700,25527,7469,14074,9386.0,7477.0,9666.0,12195,3621,6926,4440.0,3838.0,4855.0,13332,3848,7148,4946.0,3639.0,4811.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2023,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,74200,36200,38000,25358,7643,13589,10092.0,7407.0,10137.0,12120,3743,6612,4767.0,3813.0,5122.0,13238,3900,6977,5325.0,3594.0,5015.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2024,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,74800,36500,38300,25524,7766,12844,10654.0,7511.0,10522.0,12156,3840,6183,5116.0,3824.0,5356.0,13368,3926,6661,5539.0,3687.0,5167.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2025,1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,75400,36700,38700,25680,7829,12398,10917.0,7575.0,10964.0,12264,3772,5945,5328.0,3829.0,5579.0,13416,4057,6453,5589.0,3746.0,5385.0,Kegeyli tumani,Kegeyli District,Кегейлинский район,5,1
2010,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,115500,,58900,,,,,,,,,,,,,,,,,,,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2011,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,117500,,59900,,,,,,,,,,,,,,,,,,,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2012,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,117500,,60100,,,,,,,,,,,,,,,,,,,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2013,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,118500,,60700,42927,16598,21584,14316.0,11069.0,12003.0,20466,8001,10312,7178.0,5662.0,6151.0,22461,8597,11272,7138.0,5407.0,5852.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2014,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,120100,58500,61600,43397,15536,22509,14654.0,11395.0,12563.0,20748,7488,10636,7319.0,5843.0,6462.0,22649,8048,11873,7335.0,5552.0,6102.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2015,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,121900,59400,62500,43813,15467,22754,15112.0,11580.0,13113.0,20957,7506,10684,7490.0,5952.0,6764.0,22856,7961,12070,7622.0,5629.0,6349.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2016,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,123600,60300,63300,43899,15676,23130,15454.0,11884.0,13591.0,21006,7630,11021,7551.0,6101.0,6986.0,22893,8046,12109,7903.0,5783.0,6606.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2017,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,125200,61000,64200,17074,6421,8886,6628.0,5190.0,4908.0,20987,7435,11231,7795.0,6260.0,7300.0,23034,8082,12092,8161.0,6009.0,3293.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2018,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,126800,61800,65000,44028,15366,23665,16572.0,12479.0,14702.0,20991,7264,11493,8017.0,6369.0,7606.0,23037,8102,12172,8556.0,6110.0,7097.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2019,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,128300,62500,65800,44181,15602,23285,17269.0,12819.0,15180.0,21093,7460,11302,8261.0,6538.0,7858.0,23088,8142,11983,9008.0,6281.0,7323.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2020,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,129900,63300,66600,44483,15749,23174,17481.0,13144.0,15903.0,21187,7632,11007,8547.0,6733.0,8171.0,23296,8117,12167,8934.0,6411.0,7732.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2021,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,131600,64100,67500,44614,16029,22626,18370.0,13452.0,16483.0,21331,7754,10736,8950.0,6820.0,8500.0,23283,8275,11890,9420.0,6632.0,7983.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2022,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,132800,64600,68200,44798,15826,22334,18910.0,13763.0,17120.0,21444,7554,10663,9116.0,6910.0,8893.0,23354,8272,11671,9794.0,6854.0,8227.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2023,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,134600,65500,69100,45239,15709,22312,19503.0,14133.0,17687.0,21603,7568,10766,9327.0,7081.0,9170.0,23636,8141,11546,10176.0,7052.0,8517.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2024,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,136000,66200,69800,45577,15576,21489,20412.0,14455.0,18456.0,21726,7502,10458,9744.0,7152.0,9596.0,23851,8074,11031,10669.0,7303.0,8860.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2025,1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,137200,66800,70400,46125,15094,21379,20779.0,14755.0,19103.0,22061,7203,10425,9754.0,7328.0,10040.0,24064,7891,10954,11026.0,7427.0,9063.0,Qo'ng'irot tumani,Qo'ng'irot District,Кунигуртинский район,9,1
2010,1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,43800,,21900,,,,,,,,,,,,,,,,,,,Qanliko'l tumani,Qanliko'l District,Канлыкульский район,8,1
2011,1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,45400,,23000,,,,,,,,,,,,,,,,,,,Qanliko'l tumani,Qanliko'l District,Канлыкульский район,8,1
2012,1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,45700,,23100,,,,,,,,,,,,,,,,,,,Qanliko'l tumani,Qanliko'l District,Канлыкульский район,8,1
2013,1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,46300,,23300,16484,7217,8066,6010.0,4633.0,3917.0,7866,3488,4008,3079.0,2420.0,2104.0,8618,3729,4058,2932.0,2214.0,1813.0,Qanliko'l tumani,Qanliko'l District,Канлыкульский район,8,1
2014,1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,46900,23200,23700,16523,7070,8192,6179.0,4795.0,4124.0,7797,3467,4110,3126.0,2526.0,2196.0,8726,3603,4082,3053.0,2269.0,1928.0,Qanliko'l tumani,Qanliko'l District,Канлыкульский район,8,1
2015,1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,47600,23500,24100,16773,6741,8378,6393.0,4879.0,4401.0,7984,3241,4174,3195.0,2561.0,2373.0,8789,3500,4204,3198.0,2318.0,2029.0,Qanliko'l tumani,Qanliko'l District,Канлыкульский район,8,1
